gene_id_simplified	gene_symbol	Blood	Cancer	cfRNA	Normal	Blood_K	Cancer_K	cfRNA_K	Normal_K	BloodvsCancer_LFC	BloodvscfRNA_LFC	BloodvsNormal_LFC	CancervscfRNA_LFC	CancervsNormal_LFC	cfRNAvsNormal_LFC	weight
ENSG00000000003	TSPAN6	-1.70066151586102	5.42389553448418	-0.916170501421202	3.86085169809421	1	2	1	2	-6.69806683487289	0	-4.94783360039322	6.25817954671639	1.75023323447967	-4.50794631223672	16.3658106647895
ENSG00000000005	TNMD	-4.43022355172345	-4.07653103147182	-3.84222132316477	-3.98947391977856	1	1	1	1	-1.8314852108533	0	0	0	1.33926629994281	0	0
ENSG00000000419	DPM1	3.56122529559626	4.64790398625038	3.96317952282425	3.9990552181203	2	2	2	2	-0.814335492525564	1.15519626253722	0	1.96953175506278	0.859480237037185	-1.11005151802559	11.3011713249021
ENSG00000000457	SCYL3	4.15833200300428	3.79870365896986	3.53910169631845	3.44199255255597	2	2	2	2	0.648002934568285	0.924707499416018	1.119110392307	0.276704564847734	0.471107457738718	0	8.75914380740657
ENSG00000000460	C1orf112	1.8017511325433	3.202608356601	3.42062765222583	1.65166090963943	2	2	2	2	-1.29568809407879	-2.21706461735601	0.466465152186643	-0.921376523277217	1.76215324626544	2.68352976954265	-8.8077204634672
ENSG00000000938	FGR	10.6725204598525	1.82273690367775	7.15321941940687	6.6533664335556	2	2	2	2	8.09745272088565	4.52064762715707	4.36345951291807	-3.57680509372858	-3.73399320796758	0	-10.0832775809953
ENSG00000000971	CFH	1.49306512583358	5.19037868571484	0.701966911607557	6.89954765513213	2	2	1	2	-3.90868024441174	1.19755204076907	-4.85809713370873	5.10623228518081	-0.949416889296995	-6.0556491744778	14.9803465544846
ENSG00000001036	FUCA2	4.4756494376454	5.66677972716298	4.5314530661484	5.04776987619828	2	2	2	2	-1.03721756219237	0.696422828131754	-0.269703435791249	1.73364039032412	0.767514126401119	-0.966126263923002	12.0841557010761
ENSG00000001084	GCLC	3.79865000506014	5.52478908014825	4.62656727957896	4.27481088954473	2	2	2	2	-2.37465731741325	-1.50891154992083	0	0.865745767492415	2.33173202280577	1.46598625531335	11.0742704312296
ENSG00000001167	NFYA	5.4047196179065	5.02011249259735	3.97110171713198	4.36626437338448	2	2	2	2	0.696976767736196	2.1727375575572	1.43654199534304	1.47576078982101	0.739565227606848	-0.73619556221416	11.1796088660073
ENSG00000001460	STPG1	0.984941190790735	2.98748350343457	1.13473754052713	2.69359155468265	1	2	2	2	-1.80091120930151	-0.854786081806458	-1.46865190604479	0.946125127495051	0.332259303256717	-0.613865824238334	8.6173442145186
ENSG00000001461	NIPAL3	4.03849224671758	4.97193114755254	4.98702700438457	4.53846387933866	2	2	2	2	-0.809446412111286	-1.8853757611904	-0.27090918026768	-1.07592934907911	0.538537231843606	1.61446658092272	-10.7315960802206
ENSG00000001497	LAS1L	4.4042790458982	5.10624565301969	4.5690431113974	4.7101718076695	2	2	2	2	-0.517953463207642	0.349199196600585	0	0.867152659808227	0.583206929960395	-0.283945729847833	10.6571338964169
ENSG00000001561	ENPP4	2.66620774152293	4.6836392426947	2.5382307406515	5.00304897411254	2	2	2	2	-1.68846728878931	2.21196556133026	-1.71621274148651	3.90043285011958	0	-3.92817830281677	13.2678076764033
ENSG00000001617	SEMA3F	-0.413565942665932	4.08142603037939	-0.559798111222103	5.87552995790389	1	2	1	2	-3.89427909409505	0.637860498960883	-5.34854988473469	4.53213959305593	-1.45427079063964	-5.98641038369558	13.2973012070243
ENSG00000001626	CFTR	-3.79606299524979	1.16239118736151	-4.17899280600672	2.72064124733809	1	2	1	2	-7.35949024389261	0	-7.47527340876776	6.54350810980751	0	-6.65929127468266	12.389634880758
ENSG00000001629	ANKIB1	3.70348794168501	5.57173320795595	6.77327557659925	4.90200614848462	2	2	2	2	-1.63441121689665	-4.74407791892396	-0.786127006733978	-3.10966670202731	0.848284210162671	3.95795091218998	-13.3651354935722
ENSG00000001630	CYP51A1	3.53346274680114	5.46080546971169	2.77791778914425	5.69109875382569	2	2	2	2	-1.94581924737894	1.57499554627148	-2.05659806315059	3.52081479365042	0	-3.63159360942207	13.6653558469511
ENSG00000001631	KRIT1	3.0154479096116	4.64279681808367	5.97848475276978	4.56606008030585	2	2	2	2	-1.39257736388758	-3.3143295448271	-1.18334097676514	-1.92175218093951	0.20923638712244	2.13098856806195	-11.2482845826122
ENSG00000002016	RAD52	2.24593698454243	2.37904719569176	1.21495429645608	2.80144847192728	2	2	2	2	0	0	-0.41459789798159	0	-0.368485083881958	0	0
ENSG00000002330	BAD	4.79816964258648	4.76582623087162	5.48335382076723	4.74721988947587	2	2	2	2	0.232268437815031	-0.377252534411756	0.432416122858578	-0.609520972226787	0.200147685043547	0.809668657270334	-10.0590827866874
ENSG00000002549	LAP3	5.55854945327908	6.09861303062436	6.10053988851115	6.46708433467062	2	2	2	2	-0.276636372110325	0	-0.59945494295736	0.316992864138566	-0.322818570847035	-0.639811434985601	11.0993414783519
ENSG00000002586	CD99	7.59280722449843	6.58935821885301	-4.68373558358898	7.22509973603768	2	2	1	2	1.13410124482221	11.6434489612995	0.726200057189855	10.5093477164773	-0.407901187632351	-10.9172489041096	21.7824415189193
ENSG00000002587	HS3ST1	-0.511720054958285	3.07106524138324	0.10623493919247	2.1232919984033	1	2	1	2	-3.95006685550902	-0.834891682687453	-2.28654448120547	3.11517517282157	1.66352237430355	-1.45165279851802	10.8699759977938
ENSG00000002726	AOC1	0.515728538011691	1.90161874424331	-3.39445987483363	-1.7878119571972	1	2	1	1	-2.15653236485685	5.36230657266658	4.11365157980559	7.51883893752343	6.27018394466245	-1.24865499286099	14.1041932653557
ENSG00000002745	WNT16	-1.894943539312	-2.23381636841508	-0.863746174261547	-1.84486821970533	1	1	1	1	-0.347984537074167	0	0	0	0.524777162220927	0	0
ENSG00000002746	HECW1	-4.06570563362436	-0.387583046455452	-4.2200026279838	-2.12076864001309	1	1	1	1	-5.24124494926204	-1.46030512301159	-2.58061293648705	3.78093982625045	2.66063201277499	-1.12030781347546	8.07709236338398
ENSG00000002822	MAD1L1	5.08144347700853	4.50886196183386	5.34713603949797	3.86106878351294	2	2	2	2	0.818815200807512	-0.867707835251258	1.63116873613915	-1.68652303605877	0.812353535331641	2.49887657139041	-10.8791205814816
ENSG00000002834	LASP1	8.9852208272905	7.90688652179294	7.41332106221459	7.30585762562189	2	2	2	2	1.43590798533833	0.860330672663479	2.18997068243123	-0.575577312674853	0.754062697092895	1.32964000976775	-13.1661994180568
ENSG00000002919	SNX11	5.98426162365926	4.19075828824069	3.93351870315276	3.9246174475727	2	2	2	2	2.2586990933715	1.72449183134099	2.57162369007769	-0.534207262030509	0.312924596706186	0.847131858736694	-9.40870113386018
ENSG00000002933	TMEM176A	3.98919797723026	3.52452577045628	2.20913757889044	5.11803098045534	2	2	2	2	0	2.41958635796921	0.290232239828536	2.35752260534546	0	-2.12935411814068	10.5657839593907
ENSG00000003056	M6PR	7.21692002506503	6.56132394409592	6.08700756719669	6.59390341151911	2	2	2	2	0.820902517072881	0	0.882798258209767	-0.916990302774824	0	0.97888604391171	-12.1620498304597
ENSG00000003096	KLHL13	-2.2613357874702	0.346428878394726	2.33032841316984	0.774500656828805	1	1	2	1	-3.32054546599724	-5.09611281408789	-2.88998922343877	-1.77556734809065	0.430556242558464	2.20612359064912	-6.80573181007436
ENSG00000003137	CYP26B1	-2.23592131546362	1.38898647496374	-1.39587514177083	2.26601918025369	1	2	1	2	-4.05644965764373	-1.11870700114781	-4.04216968058006	2.93774265649592	0	-2.92346267943225	9.01046471504864
ENSG00000003147	ICA1	2.30509376045308	4.79821423602449	5.56869686016468	3.90916294279179	2	2	2	2	-2.42674401834509	-4.63085609906478	-1.22044629414234	-2.20411208071969	1.20629772420275	3.41040980492244	-11.6860619003332
ENSG00000003249	DBNDD1	0.499456422823942	4.40701813104097	0.76617929497538	2.13971467734699	1	2	2	2	-3.43466882054313	-1.05359527396252	-0.922790576993915	2.38107354658061	2.51187824354922	0	11.4718272612106
ENSG00000003393	ALS2	2.98663451402352	4.50923589824846	4.12592663767266	4.54635171720116	2	2	2	2	-1.3725463210571	-1.37700634266031	-1.23142833372876	0	0.141117987328339	0	0
ENSG00000003400	CASP10	6.05002784612996	3.94763347141835	3.69603457666301	4.92012277700729	2	2	2	2	2.03442325246572	1.69364015079325	1.45370316694299	-0.340783101672472	-0.580720085522734	0	-8.9721521566798
ENSG00000003402	CFLAR	9.68269798469508	6.65428139614976	7.03716204182895	8.3968369986653	2	2	2	2	3.34860173739468	0	1.74644130958297	-3.59417516712745	-1.60216042781171	1.99201473931574	-14.9321921468662
ENSG00000003436	TFPI	1.18580217681422	5.89637749314719	8.07084974792338	7.35560948673872	2	2	2	2	-4.91253943356163	-8.67305732726072	-5.45479337069575	-3.7605178936991	-0.542253937134128	3.21826395656497	-14.3406309704353
ENSG00000003509	NDUFAF7	3.60484754545531	3.30131297923639	1.52381732369011	3.16321554184312	2	2	2	2	0.674582788987837	1.86095529017339	0.897791322379501	1.18637250118555	0.223208533391665	-0.963163967793886	9.17142106401092
ENSG00000003756	RBM5	8.16877971792631	5.82409889643933	6.64166799433451	7.12734250187694	2	2	2	2	2.54236286759991	-0.404480126578065	1.25201539069588	-2.94684299417798	-1.29034747690403	1.65649551727394	-13.4546774742063
ENSG00000003987	MTMR7	0.256622708006734	0.726916926602241	-3.63651362514538	0.963545558793042	1	1	1	2	-1.79693161804102	2.85826303426511	-0.408245996321486	4.65519465230613	1.38868562171953	-3.2665090305866	10.0658471624974
ENSG00000003989	SLC7A2	-0.913711585761695	4.57725089298711	-3.6865930289798	4.94316106605854	1	2	1	2	-6.66680317163794	3.50570972853277	-5.132430681262	10.1725129001707	1.53437249037594	-8.63814040979477	19.4334993767468
ENSG00000004059	ARF5	7.43205027064203	6.47607760272516	7.57836350195326	6.0890423409352	2	2	2	2	1.16888403383721	0	1.7273291027205	-1.26777403635247	0.558445068883285	1.82621910523576	-12.4275872226666
ENSG00000004139	SARM1	3.78183348795963	2.99889941533156	2.18992505642265	3.9612058591105	2	2	2	2	0.669229036084277	0	0.178726237846804	0	-0.490502798237473	0	0
ENSG00000004142	POLDIP2	5.86316993005149	6.39980170630006	4.60404611150623	5.43597113010379	2	2	2	2	-0.332353739517569	2.33705184894276	0.718662415683604	2.66940558846033	1.05101615520117	-1.61838943325915	13.7529428783494
ENSG00000004399	PLXND1	6.34996876661316	6.50442737434887	5.28502985319768	7.58568950689182	2	2	2	2	-0.209967529113146	1.52769557730584	-0.851295926362571	1.73766310641899	-0.641328397249424	-2.37899150366841	12.9258260643568
ENSG00000004455	AK2	6.34959234213716	7.00520648604715	5.2180123054559	5.99794977210536	2	2	2	2	-0.513321002740608	-0.838288068806934	0.63582544098957	-0.324967066066326	1.14914644373018	1.4741135097965	-12.0139091357025
ENSG00000004468	CD38	4.07917382682233	2.30830932769463	1.98172102320011	3.44959118587915	2	2	2	2	0.918518935195263	1.39672227808368	0.84643459104243	0	0	0	0
ENSG00000004478	FKBP4	5.99849530896651	6.48659593171371	4.75945256152845	5.57494074457829	2	2	2	2	0.214436543733723	2.91436854218842	0.979191437434928	2.6999319984547	0.764754893701205	-1.93517710475349	13.8702635137574
ENSG00000004487	KDM1A	4.82377429751315	6.08448642311301	6.45211860173445	5.51809103947133	2	2	2	2	-1.11158190513503	-0.755275132495553	-0.381308516869046	0.35630677263948	0.730273388265987	0.373966615626507	11.1245287793415
ENSG00000004534	RBM6	7.07086776858988	5.54697910821169	6.43414655086928	6.97244588156854	2	2	2	2	1.69030075234271	1.12126698758268	0.199780073825391	-0.569033764760033	-1.49052067851732	-0.921486913757288	-10.7997484565607
ENSG00000004660	CAMKK1	5.78475049740825	2.9086716159465	1.72339048178105	3.29446791015656	2	2	2	2	3.23146845187673	4.85485781717709	3.09483833635939	1.62338936530036	-0.136630115517341	-1.7600194808177	9.21579656483584
ENSG00000004700	RECQL	4.26697761249195	4.68643903924487	5.78436633137932	4.82730507519783	2	2	2	2	-0.372053120320722	-0.573140948257308	-0.185708767580142	0	0.18634435274058	0.387432180677167	0
ENSG00000004766	VPS50	2.93719307215437	4.1084524262055	4.94596287528672	3.73284622986333	2	2	2	2	-0.911987027268273	-2.49286247051382	-0.459100279902382	-1.58087544324554	0.452886747365891	2.03376219061143	-10.37306345304
ENSG00000004776	HSPB6	1.14343375232697	1.18582581890146	0.589981930205926	6.21412621907261	2	2	1	2	0.760081351464318	2.86228001505293	-2.98374166956274	2.10219866358862	-3.74382302102706	-5.84602168461568	7.97176006607906
ENSG00000004777	ARHGAP33	3.88353518988026	2.55045959187814	-0.00444875877147496	3.32160338449694	2	2	1	2	1.30741475121447	2.82636143792657	0.735771339430514	1.5189466867121	-0.57164341178396	-2.09059009849606	8.75314186217922
ENSG00000004779	NDUFAB1	3.58437039336011	5.20036210753903	3.99412480608943	4.31852368598137	2	2	2	2	-1.44574337535607	0	-0.419131598323183	1.29859912924329	1.02661177703289	-0.271987352210404	11.1826968203713
ENSG00000004799	PDK4	4.03730566743442	3.68431106373005	3.65523755668621	7.36831577026162	2	2	2	2	-0.22785352373568	1.52865089390328	-3.08971400079742	1.75650441763896	-2.86186047706174	-4.6183648947007	10.124551064958
ENSG00000004809	SLC22A16	1.60682022515879	-3.31279484578534	-0.226984690945513	-1.77729139911355	2	1	1	1	4.99503413199329	2.21724977605078	3.69488926407745	-2.77778435594251	-1.30014486791584	1.47763948802666	-4.14872509374615
ENSG00000004838	ZMYND10	1.40983181254438	0.836766539850174	-2.66536400101344	2.67569824792418	2	1	1	2	-0.492090114156641	3.39638873336056	-2.00942223638656	3.8884788475172	-1.51733212222992	-5.40581096974712	9.40898097095635
ENSG00000004846	ABCB5	-3.75778666632411	-3.66756338599027	-0.796133145976864	-3.06621473556541	1	1	1	1	0	-3.46470981815496	0	-3.45825768169935	0	3.10150276858591	-4.47442987929806
ENSG00000004848	ARX	-4.15997877111248	-0.825192822461303	-3.67102243200382	-2.2059112535797	1	1	1	1	-6.0908843949309	0	-3.60774459165526	5.05179956471085	2.48313980327565	-2.5686597614352	8.91034232583853
ENSG00000004864	SLC25A13	2.9887217398341	4.77221008206078	2.99442855146073	3.86789980683391	2	2	2	2	-1.6970140019081	-0.645741702650223	-0.586347948647851	1.05127229925788	1.11066605326025	0	10.5072179649076
ENSG00000004866	ST7	2.95246667214885	4.73365154298211	6.86053529486676	4.91015352524704	2	2	2	2	-1.61819840926234	-4.9370991937354	-1.68045438038017	-3.31890078447306	0	3.25664481335523	-12.7362879110441
ENSG00000004897	CDC27	4.80072973878631	5.56872603868278	7.57627461905484	5.32056677019294	2	2	2	2	-0.647815589663947	-3.07021899162837	-0.228093105068728	-2.42240340196443	0.41972248459522	2.84212588655965	-12.6748650242362
ENSG00000004939	SLC4A1	8.22071339440241	-3.77074527499314	7.39339012697609	-0.301266776587672	2	1	2	1	13.6581473626092	2.23144297196209	7.92621124097133	-11.4267043906471	-5.73193612163783	5.69476826900924	-12.3396946992429
ENSG00000004948	CALCR	-4.59109584198999	-1.98815604334572	-4.4434851310025	-2.92298397828232	1	1	1	1	-5.60699484565067	0	-2.97816852736618	4.51979557687962	2.62882631828449	-1.89096925859514	7.21537511712288
ENSG00000004961	HCCS	3.89094414074044	4.12760290880553	3.6546457581228	3.27722693597168	2	2	2	2	-0.141352722124516	0.698969183804286	0.899587429424846	0.840321905928802	1.04094015154936	0	9.65166039832331
ENSG00000004975	DVL2	4.35989846400739	4.65153142146284	4.32068373553615	4.61126203768814	2	2	2	2	-0.120993850213967	0	0	0	0.189032089180781	0	0
ENSG00000005001	PRSS22	-2.38593182673843	3.31093802402448	-3.98672822722368	2.36033359880661	1	2	1	2	-5.65931770155577	1.62449529593092	-4.03183695429958	7.28381299748669	1.62748074725619	-5.6563322502305	15.2784866051002
ENSG00000005007	UPF1	7.7571721716203	6.5288495386537	7.25666928179702	6.48157355572658	2	2	2	2	1.54310193887045	0.836392531156002	1.71903365629268	-0.706709407714446	0.175931717422229	0.882641125136674	-11.9192945299571
ENSG00000005020	SKAP2	7.27291931447352	5.31844560031589	9.31605125935032	5.39942217193896	2	2	2	2	2.26696317131273	-3.21481590191261	2.45012720994068	-5.48177907322534	0.183164038627948	5.66494311185329	-15.4839602571302
ENSG00000005022	SLC25A5	7.13467303661012	7.90508996577942	7.77094132218273	7.19476477280329	2	2	2	2	-0.681331068232524	0.560543031978158	0.155621377184721	1.24187410021068	0.836952445417245	-0.404921654793438	13.8306996495791
ENSG00000005059	CCDC109B	4.50194487798819	3.31232666591864	4.80671311283708	3.16207476257119	2	2	2	2	1.22764660644879	-0.70192513608505	1.6104866994326	-1.92957174253384	0.382840092983805	2.31241183551765	-9.92563399204146
ENSG00000005073	HOXA11	-4.0003730610383	-2.61732651079696	-4.33830181362282	-4.10647860506096	1	1	1	1	-4.18174265411261	0	0.94034043146156	4.81922713799161	5.12208308557417	0	6.88563621078363
ENSG00000005075	POLR2J	5.8100372238157	5.24034558348476	4.97562606754901	4.33711373361351	2	2	2	2	0.768768589292867	1.85070820125833	1.83622224649666	1.08193961196547	1.06745365720379	0	11.0060207790392
ENSG00000005100	DHX33	2.57035661814948	4.30533219325972	4.47585750193504	3.7730406574948	2	2	2	2	-1.69646522186595	-1.59165327493943	-0.881140019223465	0	0.815325202642487	0.710513255715966	0
ENSG00000005102	MEOX1	-0.539461728914343	-1.60923547419627	0.848631136626682	-0.708552636930303	1	1	2	1	0	0	0	-0.889346841893259	-0.282321910596313	0	-3.96384695128597
ENSG00000005108	THSD7A	-2.77802354637598	1.48737088636945	-1.12219863405576	2.34247252289569	1	2	1	2	-4.80694712580594	-1.51448803980008	-4.61062507624509	3.29245908600587	0	-3.09613703644502	9.4635655559643
ENSG00000005156	LIG3	4.60623152239611	4.99384327268972	4.08470777765004	4.43097050466774	2	2	2	2	-0.202955863442582	-0.597167074285864	0.474728029197589	-0.394211210843282	0.677683892640171	1.07189510348345	-10.071790067122
ENSG00000005175	RPAP3	3.54141869927132	4.51010696710317	5.99644112913111	3.50402272713251	2	2	2	2	-0.717671124507708	-2.31015006858057	0.434338854079123	-1.59247894407287	1.15200997858683	2.7444889226597	-10.786321494765
ENSG00000005187	ACSM3	1.55623108036123	2.67924133251441	2.64434478119152	2.61866279952754	2	2	2	2	-1.55534078495943	-2.13514928807615	-0.75779527554763	-0.57980850311672	0.797545509411797	1.37735401252852	-7.94278541922011
ENSG00000005189	AC004381.6	0.36443303950658	1.87210386709854	3.60776214014867	0.558299141793148	1	2	2	1	-1.33138099144403	-4.00016059042083	0.2224052218631	-2.6687795989768	1.55378621330713	4.22256581228393	-9.22461904966432
ENSG00000005194	CIAPIN1	4.35220601286764	5.16596213304464	3.82651547003757	4.50181731612133	2	2	2	2	-0.669814635493431	0	0.104231980178424	0.702808274904658	0.774046615671854	0	10.5525059915383
ENSG00000005238	FAM214B	7.49885560879242	3.96346366839662	5.80793510416803	4.9658187279424	2	2	2	2	3.77392964169121	2.28974376294199	2.88470384689015	-1.48418587874922	-0.889225794801055	0.594960083948164	-10.1313851307348
ENSG00000005243	COPZ2	0.760574421332485	1.9626248987472	1.05280528040379	3.18776688479801	1	2	2	2	-1.20463336161995	0	-1.83756346660212	1.43922523503971	-0.632930104982165	-2.07215534002187	8.08558571737589
ENSG00000005249	PRKAR2B	4.23673979668752	2.72910624149915	11.5161968285747	3.91645108083206	2	2	2	2	1.54668215077316	-5.81370267460411	1.00819919396884	-7.36038482537727	-0.538482956804324	6.82190186857294	-14.7732266504654
ENSG00000005302	MSL3	7.76198750304716	4.17884374155186	5.58474270258333	5.0672638277559	2	2	2	2	4.1930477885971	1.33421163814842	3.33418540851394	-2.85883615044868	-0.858862380083162	1.99997377036552	-11.7214154755895
ENSG00000005339	CREBBP	7.31982712266269	6.25794427983488	7.95393081726965	6.31992431964201	2	2	2	2	1.30134313415932	0	1.35169273759558	-1.38531773995668	0	1.43566734339295	-12.3269976033805
ENSG00000005379	BZRAP1	5.1118884622581	2.2049275899654	2.53489847308656	4.50869712238183	2	2	2	2	2.58616307540432	2.89618358628426	1.2475851138734	0	-1.33857796153092	-1.64859847241086	0
ENSG00000005381	MPO	5.94903370672746	-2.19403124573061	2.49575545941887	1.95077127362476	2	1	2	2	9.58714565884604	5.91262024825745	4.52052275713794	-3.6745254105886	-5.06662290170811	-1.39209749111951	-6.16422974844697
ENSG00000005421	PON1	-3.21485454487015	-1.17678513091317	-4.05530083427822	-1.50635523282238	1	1	1	1	-1.21152587128847	2.96887575813714	0.363373972328109	4.18040162942561	1.57489984361658	-2.60550178580904	7.68735208210142
ENSG00000005436	GCFC2	2.09006734092004	3.76697154276555	3.38536653424572	3.28922823208601	2	2	2	2	-1.40422389294977	-1.27089371918711	-0.791318567552392	0	0.612905325397382	0.479575151634714	0
ENSG00000005448	WDR54	3.03363883817255	3.24304768079168	2.27179450183318	3.06417791558736	2	2	2	2	0	0.986655771960158	0.298482802492141	1.03699302092127	0.348820051453253	-0.688172969468017	8.96377628530193
ENSG00000005469	CROT	1.57563211277502	3.19564899505504	2.92165632115081	2.98927909781366	2	2	2	2	-1.52767451136085	-1.10346536512036	-1.11642977131124	0.42420914624049	0.411244740049614	0	8.30359372488451
ENSG00000005471	ABCB4	-0.155913569799186	-0.692359647450159	1.80866481760394	-1.96546044029401	1	1	2	1	0	-1.97668601315756	2.3961463219813	-1.89053765685315	2.4822946782857	4.37283233513886	-5.88191359299197
ENSG00000005483	KMT2E	6.6123002953298	5.81689631516269	8.34074746187233	6.37707129714782	2	2	2	2	1.06262498619792	-1.99988076489521	0.584162475865251	-3.06250575109314	-0.478462510332674	2.58404324076047	-13.5631376498448
ENSG00000005486	RHBDD2	6.95746363884002	6.17411673136368	3.84948720578078	6.18748162063633	2	2	2	2	1.00095347890655	4.1557164234876	1.12367452736771	3.15476294458105	0.122721048461159	-3.03204189611989	14.0126152595337
ENSG00000005513	SOX8	-0.688277075368697	-1.52640392403834	-1.22109593589155	-0.207778076774095	1	1	1	1	0.313410551888367	1.11305562373322	0	0.799645071844854	-0.491630893138593	-1.29127596498345	3.95697673139549
ENSG00000005700	IBTK	3.37496375591696	5.66105524214088	5.73406073127141	5.15627469464928	2	2	2	2	-2.06156789889894	-1.62177916762704	-1.39821453414879	0.439788731271899	0.663353364750147	0	10.7845795570018
ENSG00000005801	ZNF195	2.57434184830241	3.89688583653295	2.47564084016454	3.32252507920838	2	2	2	2	-1.13696146913596	-1.62541956149156	-0.472983175991788	-0.488458092355606	0.66397829314417	1.15243638549978	-9.06907951247754
ENSG00000005810	MYCBP2	5.38168064897071	5.26679832807858	8.34070929242107	5.92693385285242	2	2	2	2	0.233354097715146	-2.64376161170508	-0.217192486775581	-2.87711570942023	-0.450546584490727	2.4265691249295	-12.8276496210878
ENSG00000005812	FBXL3	4.94754929938753	4.86241885698695	6.43399232665517	5.30951972902911	2	2	2	2	0.525467902045557	-1.06829094012306	0.167614646689641	-1.59375884216862	-0.357853255355916	1.2359055868127	-11.1399132827445
